,Neural Crest/Mid-HindBrain_corr,Neural Crest/Mid-HindBrain_pval,Neural Crest/Mid-HindBrain_qval,Neural Crest/Mid-HindBrain_ci_low,Neural Crest/Mid-HindBrain_ci_high,gene_annotation
ENSMUSG00000047215,0.2119712479492617,0.0,0.0,0.2026684644964863,0.22123577459518798,Rpl9
ENSMUSG00000041396,0.21123070138355635,0.0,0.0,0.20192493239471465,0.22049833471142913,Mettl18
ENSMUSG00000096001,0.21114990617317814,0.0,0.0,0.20184381210496247,0.22041787780565317,2610528A11Rik
ENSMUSG00000047324,0.21033118283371843,0.0,0.0,0.20102180183587715,0.21960257549927378,4931429P17Rik
ENSMUSG00000051518,0.2096386218366396,0.0,0.0,0.20032647064887962,0.2189128982555227,Rps19bp1
ENSMUSG00000025508,0.2091278822967551,0.0,0.0,0.19981369420070041,0.21840427944603513,Rplp2
ENSMUSG00000060036,0.20888805413005365,0.0,0.0,0.19957291132245922,0.21816544537259958,Rpl3
ENSMUSG00000005575,0.20856295806586142,0.0,0.0,0.19924652290694875,0.2178416950648746,Ube2m
ENSMUSG00000032892,0.20756524936691184,0.0,0.0,0.19824486093174246,0.216848103696623,Rangrf
ENSMUSG00000032399,0.20754925380138517,0.0,0.0,0.19822880214466143,0.2168321739847316,Rpl4
ENSMUSG00000032112,0.20664640602761453,0.0,0.0,0.19732239402885093,0.21593303521466553,Trappc4
ENSMUSG00000037463,0.20647377762024413,0.0,0.0,0.19714908668407366,0.2157611141912304,Fbxo27
ENSMUSG00000039001,0.20607807393520294,0.0,0.0,0.19675182891866205,0.21536702981880365,Rps21
ENSMUSG00000067274,0.2059809675822456,0.0,0.0,0.1966543416596877,0.21527032038555932,Rplp0
ENSMUSG00000005732,0.20497782345426574,0.0,0.0,0.19564727342534644,0.21427126591995943,Ranbp1
ENSMUSG00000027076,0.2048649633141603,0.0,0.0,0.19553397302968475,0.2141588646761791,Timm10
ENSMUSG00000032288,0.2047278574811869,0.0,0.0,0.19539633269635392,0.21402231599289978,Imp3
ENSMUSG00000020916,0.2038211253374088,0.0,0.0,0.19448607495618755,0.21311925934374765,Krt36
ENSMUSG00000071451,0.20339361211540452,0.0,0.0,0.1940569050353509,0.21269347356173535,Psmg4
ENSMUSG00000032348,0.20307682388689827,0.0,0.0,0.19373889149476084,0.21237796309185655,Gsta4
ENSMUSG00000022956,0.20287911514007353,0.0,0.0,0.19354041902051833,0.21218105081625052,Atp5o
ENSMUSG00000029614,0.2010087885042726,0.0,0.0,0.19166290533259794,0.21031822143284648,Rpl6
ENSMUSG00000012405,0.1986068668481958,0.0,0.0,0.18925185420257915,0.20792582878613128,Rpl15
ENSMUSG00000049086,0.19842091914936424,0.0,0.0,0.18906520443874636,0.20774061413720116,Bmyc
ENSMUSG00000045948,0.19823279621550782,0.0,0.0,0.18887637191500414,0.20755323214851046,Mrps12
ENSMUSG00000028138,0.1982179994532209,0.0,0.0,0.18886151936945492,0.20753849363606505,Adh5
ENSMUSG00000006412,0.1980239162163558,0.0,0.0,0.1886667048420716,0.2073451740474088,Pfdn2
ENSMUSG00000021660,0.19771214213176214,0.0,0.0,0.18835375755878309,0.20703462515839996,Btf3
ENSMUSG00000101447,0.19738311736710026,0.0,0.0,0.18802349674261126,0.206706891342792,Gm28826
ENSMUSG00000006941,0.19535944362840338,0.0,0.0,0.18599226718492706,0.20469111160277564,Eif1b
ENSMUSG00000022193,0.1951202118842002,0.0,0.0,0.18575214750970143,0.20445280782816846,Psmb5
ENSMUSG00000044627,0.19372628644045137,0.0,0.0,0.18435307063357784,0.20306426735981997,Swi5
ENSMUSG00000050705,0.19345770310547128,0.0,0.0,0.184083499078636,0.2027967172933008,2310061I04Rik
ENSMUSG00000028609,0.19322295752914,0.0,0.0,0.18384789093918927,0.20256287366605888,Magoh
ENSMUSG00000006818,0.19198980027884108,0.0,0.0,0.18261022019555212,0.20133443700804635,Sod2
ENSMUSG00000015943,0.1917584875362354,0.0,0.0,0.18237806413346414,0.2011040064689888,Bola1
ENSMUSG00000044533,0.19098993018807928,0.0,0.0,0.18160671229150588,0.20033837289388792,Rps2
ENSMUSG00000062456,0.19049867648879826,0.0,0.0,0.18111367843033113,0.19984898205746368,Rpl9-ps6
ENSMUSG00000003444,0.19041355948620806,0.0,0.0,0.1810282534677293,0.1997641873493573,Med29
ENSMUSG00000029610,0.1903009308727636,0.0,0.0,0.18091521757277693,0.19965198498750056,Aimp2
ENSMUSG00000049517,0.1898018067247557,0.0,0.0,0.18041429150324886,0.19915474686159773,Rps23
ENSMUSG00000030612,0.18918848857769346,0.0,0.0,0.1797987658434905,0.1985437396424791,Mrpl46
ENSMUSG00000001864,0.1876806877028851,0.0,0.0,0.17828556920597935,0.19704158911216496,Aif1l
ENSMUSG00000093674,0.1876017802302811,0.0,0.0,0.17820638058150143,0.1969629761277722,Rpl41
ENSMUSG00000071415,0.18508005971035155,0.0,0.0,0.17567573911515108,0.19445060345056384,Rpl23
ENSMUSG00000053801,0.1847455923903298,0.0,0.0,0.1753400979047237,0.19411736674277635,Grwd1
ENSMUSG00000078713,0.1847409353122824,0.0,0.0,0.17533542449701717,0.1941127267843407,Tomm5
ENSMUSG00000047721,0.18462166000896987,2.53502883332904e-310,2.3755735845761273e-308,0.17521573110916597,0.1939938897990792,Bola2
ENSMUSG00000010607,0.18396960268229492,4.2389484943191384e-308,3.912581332049755e-306,0.17456139310188928,0.19334422381868313,Pigyl
ENSMUSG00000026377,0.18376427782371918,2.116226274767692e-307,1.9315088289255159e-305,0.1743553518052011,0.19313965026385854,Nifk
ENSMUSG00000038274,0.1836598994928261,4.788764172269699e-307,4.322563895498737e-305,0.17425060958385624,0.19303565355097702,Fau
ENSMUSG00000067847,0.1835377618463107,1.2443682907080105e-306,1.1109720099441117e-304,0.17412804640356536,0.1929139621849098,Romo1
ENSMUSG00000039067,0.18309679430179238,3.8884301400599094e-305,3.397463943016046e-303,0.1736855449320867,0.1924746034972619,Psmd7
ENSMUSG00000024902,0.18183100166327135,7.225608745861713e-301,5.953125702295193e-299,0.17241537028285894,0.1912134081788508,Mrpl11
ENSMUSG00000029715,0.18026425545558986,1.2540714224316839e-295,9.562099864454256e-294,0.1708432435651165,0.18965230943955366,Pop7
ENSMUSG00000031449,0.17981112474476985,4.0222151023203044e-294,2.9745007588002444e-292,0.1703885656585632,0.18920080322725494,Atp4b
ENSMUSG00000021290,0.17974195978058163,6.823344204569328e-294,5.000798415241377e-292,0.17031916488647666,0.18913188587399257,2010107E04Rik
ENSMUSG00000036992,0.179325806989961,1.633134975369199e-292,1.1724190033703091e-290,0.16990159525668808,0.18871722095973728,Nxt1
ENSMUSG00000062867,0.17908277101985015,1.0393804944866324e-291,7.375395925039248e-290,0.16965773340846702,0.18847505237021853,Impdh2
ENSMUSG00000045008,0.1785489588649016,5.997983831550325e-290,4.148239409358411e-288,0.16912211131950025,0.1879431413487719,9030612E09Rik
ENSMUSG00000009927,0.1785321421796408,6.813912405755899e-290,4.673049647656951e-288,0.16910523770635527,0.1879263844653909,Rps25
ENSMUSG00000028102,0.17795425419642794,5.412742386467863e-288,3.6309740730207365e-286,0.16852539681306683,0.1873505481888827,Pex11b
ENSMUSG00000032959,0.17769065836340847,3.961552916396426e-287,2.6502465178028627e-285,0.16826091235349638,0.18708788606955679,Pebp1
ENSMUSG00000067367,0.1774689656445334,2.1077445242792773e-286,1.394861012401747e-284,0.1680384733217253,0.1868669775941771,Lyar
ENSMUSG00000039481,0.17674452418626715,4.888894866596223e-284,3.0936120300172804e-282,0.16731159977886234,0.186145092237981,Nrtn
ENSMUSG00000090247,0.17662064949767853,1.2377322512085956e-283,7.772072182013669e-282,0.16718731024658062,0.186021653609792,Bloc1s1
ENSMUSG00000078572,0.1754482583892359,7.861621935075449e-280,4.6287420083926245e-278,0.16601100776706906,0.18485337482621536,Ndufaf8
ENSMUSG00000030652,0.17536610638602457,1.4486385019935313e-279,8.428192535769001e-278,0.16592858269242333,0.18477150998598094,Coq7
ENSMUSG00000032199,0.17532597846057857,1.9524126437944973e-279,1.1278972995398235e-277,0.16588832143058072,0.18473152228056697,Polr2m
ENSMUSG00000025967,0.1752084758436589,4.6764427468736636e-279,2.676364156672312e-277,0.1657704285588866,0.1846144300769281,Eef1b2
ENSMUSG00000031723,0.1751102717249011,9.699410870240216e-279,5.525288531000877e-277,0.16567189848730673,0.18451656876079212,Txnl4b
