,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000068587,0.15662735658864715,0.0,0.0,0.1502217079231335,0.16301985547617595,Mgam
ENSMUSG00000050856,0.15662245461480204,0.0,0.0,0.1502167960719715,0.16301496377049862,Atp5k
ENSMUSG00000057914,0.15658898621366588,0.0,0.0,0.15018326024155232,0.1629815654672458,Cacnb2
ENSMUSG00000036875,0.15649901493813334,0.0,0.0,0.1500931077726369,0.16289178255939765,Dna2
ENSMUSG00000093930,0.15649455589561453,0.0,0.0,0.15008863975281156,0.1628873328497661,Hmgcs1
ENSMUSG00000052212,0.15647328830552357,0.0,0.0,0.15006732934868106,0.16286610976969368,Cd177
ENSMUSG00000037973,0.15642264049646626,0.0,0.0,0.15001657960388112,0.16281556793542384,Ccdc129
ENSMUSG00000026664,0.15639938860459815,0.0,0.0,0.14999328092566105,0.16279236468426134,Phyh
ENSMUSG00000042500,0.15635650801900924,0.0,0.0,0.1499503140764548,0.1627495737821592,Ago4
ENSMUSG00000063889,0.15629534896446662,0.0,0.0,0.14988903202904985,0.16268854259837381,Crem
ENSMUSG00000035258,0.156224823639041,0.0,0.0,0.14981836493599274,0.16261816466588003,Abi3bp
ENSMUSG00000005338,0.15607278771771355,0.0,0.0,0.14966602361982873,0.16246644626757079,Cadm3
ENSMUSG00000041362,0.15605512229390991,0.0,0.0,0.14964832273118114,0.16244881771793485,Shtn1
ENSMUSG00000037913,0.15598062690354003,0.0,0.0,0.14957367783014047,0.1623744777816546,Tmem156
ENSMUSG00000038352,0.155930399368643,0.0,0.0,0.14952334953086455,0.16232435501866058,Arl5c
ENSMUSG00000020658,0.15591002847074267,0.0,0.0,0.14950293777518409,0.16230402660393908,Efr3b
ENSMUSG00000052942,0.15586349789512055,0.0,0.0,0.14945631389396585,0.162257593046724,Glis3
ENSMUSG00000051735,0.15582198593643132,0.0,0.0,0.14941471871732756,0.16221616761849167,Rinl
ENSMUSG00000036972,0.1557830141449923,0.0,0.0,0.1493756688207854,0.16217727704209342,Zic4
ENSMUSG00000017716,0.15576638673099588,0.0,0.0,0.14935900808913083,0.16216068427265512,Birc5
ENSMUSG00000022206,0.15572258118886773,0.0,0.0,0.14931511478780898,0.16211696998559466,Npr3
ENSMUSG00000058152,0.15569491271352776,0.0,0.0,0.14928739089498155,0.1620893591358871,Chsy3
ENSMUSG00000020926,0.15562632233583204,0.0,0.0,0.14921866318032212,0.16202091156942988,Adam11
ENSMUSG00000087211,0.15553263074030546,0.0,0.0,0.14912478408827345,0.16192741494866744,Lhx1os
