,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000021930,0.695399113853681,0.0,0.0,0.6891816628875219,0.7015141709632825,Spryd7
ENSMUSG00000078429,0.6945051695171385,0.0,0.0,0.6882728265565232,0.7006350042269354,Ctdsp2
ENSMUSG00000074884,0.6936691074873993,0.0,0.0,0.6874228544827582,0.6998127461132037,Serf2
ENSMUSG00000025173,0.6932165172484785,0.0,0.0,0.6869627413786378,0.699367621634725,Wdr45b
ENSMUSG00000018572,0.6931607140934736,0.0,0.0,0.6869060110218852,0.6993127386574309,Phf23
ENSMUSG00000051557,0.6928477188710325,0.0,0.0,0.6865878166152982,0.6990049032903364,Pusl1
ENSMUSG00000015711,0.691964473768325,0.0,0.0,0.6856899128017316,0.698136206542074,Prune1
ENSMUSG00000046562,0.6918450928246374,0.0,0.0,0.6855685520261163,0.6980187905852223,Unc119b
ENSMUSG00000031513,0.6918393158585581,0.0,0.0,0.6855626792627922,0.6980131086984466,Leprotl1
ENSMUSG00000039615,0.6917372427540679,0.0,0.0,0.6854589136533235,0.697912715420159,Stub1
ENSMUSG00000063904,0.6917318101612391,0.0,0.0,0.6854533909881796,0.6979073722251937,Dpp3
ENSMUSG00000022552,0.6917288385767341,0.0,0.0,0.6854503701351498,0.6979044495403088,Sharpin
ENSMUSG00000032312,0.6915009881851468,0.0,0.0,0.6852187426542773,0.6976803479828375,Csk
ENSMUSG00000010205,0.691042784395731,0.0,0.0,0.684752947041002,0.6972296793824709,Raver1
ENSMUSG00000001229,0.6909404947908523,0.0,0.0,0.6846489633358581,0.6971290712685745,Dpp9
ENSMUSG00000047423,0.6909143844358846,0.0,0.0,0.6846224205873698,0.6971033900904745,AI837181
ENSMUSG00000039536,0.6907868020855492,0.0,0.0,0.6844927256837613,0.6969779045875523,Stau1
ENSMUSG00000027466,0.6887617397739826,0.0,0.0,0.6824341850286101,0.6949860739003819,Rbck1
ENSMUSG00000029265,0.6882559392522066,0.0,0.0,0.6819200382746256,0.6944885587424214,Dr1
ENSMUSG00000000776,0.68783904084574,0.0,0.0,0.6814962653201393,0.6940784849406011,Polr3d
ENSMUSG00000042502,0.687789967728742,0.0,0.0,0.6814463832798199,0.6940302148815459,Cd2bp2
ENSMUSG00000109336,0.6871829350963375,0.0,0.0,0.6808293491696431,0.6934331114066522,Samd4b
ENSMUSG00000028896,0.6869666974736807,0.0,0.0,0.6806095509914143,0.6932204086822518,Rcc1
ENSMUSG00000043140,0.6853533949742585,0.0,0.0,0.6789697200675797,0.6916334449167713,Tmem186
ENSMUSG00000063800,0.6846195177682315,0.0,0.0,0.6782237963900168,0.6909115289040028,Prpf38a
ENSMUSG00000020107,0.6844969476930814,0.0,0.0,0.6780992156320169,0.6907909553302615,Anapc16
ENSMUSG00000021951,0.6844250484492688,0.0,0.0,0.6780261370986651,0.6907202270653833,Eef1akmt1
ENSMUSG00000038612,0.6844072563396938,0.0,0.0,0.6780080531828939,0.6907027247064056,Mcl1
ENSMUSG00000067148,0.6835845076090749,0.0,0.0,0.6771718191130747,0.6898933666639848,Polr1c
