,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000024217,0.338432442978641,0.0,0.0,0.3297970029160343,0.34701125352119444,Snrpc
ENSMUSG00000035754,0.3383168005476564,0.0,0.0,0.3296806069889877,0.34689637893356723,Wdr18
ENSMUSG00000057103,0.33828573906491655,0.0,0.0,0.3296493431624191,0.3468655236492045,Nat8f1
ENSMUSG00000098274,0.3379167216075942,0.0,0.0,0.3292779232637212,0.3464989544544684,Rpl24
ENSMUSG00000057863,0.33751878337983243,0.0,0.0,0.32887739730538335,0.34610365342807214,Rpl36
ENSMUSG00000024663,0.33692879433973755,0.0,0.0,0.32828357737932223,0.34551756873156025,Rab3il1
ENSMUSG00000029535,0.3365822741282694,0.0,0.0,0.32793481034629945,0.3451733385477489,Triap1
ENSMUSG00000030744,0.3358289369243526,0.0,0.0,0.32717659667035504,0.3444249719042359,Rps3
ENSMUSG00000041571,0.33555637520411297,0.0,0.0,0.3269022733591361,0.3441542058699477,Selenow
ENSMUSG00000020932,0.3349665250048016,0.0,0.0,0.326308615897697,0.3435682368143492,Gfap
ENSMUSG00000006818,0.3348790162565016,0.0,0.0,0.32622054289498625,0.3434813032926142,Sod2
ENSMUSG00000032399,0.33319318154456445,0.0,0.0,0.3245238673013979,0.3418065214048312,Rpl4
ENSMUSG00000005732,0.3327430241531833,0.0,0.0,0.324070824577537,0.3413593061213861,Ranbp1
ENSMUSG00000027327,0.33131338869069094,0.0,0.0,0.32263205208702606,0.3399389885040554,1700037H04Rik
ENSMUSG00000085318,0.33054297369048197,0.0,0.0,0.3218567298761061,0.33917357847349716,Gm12524
ENSMUSG00000031641,0.3303743900796543,0.0,0.0,0.3216870740140325,0.3390060885353843,Cbr4
ENSMUSG00000031543,0.3300574177070673,0.0,0.0,0.3213680870957211,0.3386911710141737,Ank1
ENSMUSG00000090219,0.32963706653395997,0.0,0.0,0.32094506738542655,0.33827354188735653,4930516K23Rik
ENSMUSG00000001911,0.329459089107416,0.0,0.0,0.32076596114057093,0.33809671595487656,Nfix
ENSMUSG00000058794,0.3290967645216639,0.0,0.0,0.3204013404394117,0.337736733684146,Nfe2
ENSMUSG00000068009,0.3288896748776497,0.0,0.0,0.320192939588641,0.3375309816746663,Bpifb6
ENSMUSG00000068854,0.32880425130208746,0.0,0.0,0.3201069753912161,0.3374461096269692,Hist2h2be
ENSMUSG00000094285,0.32818309395714407,0.0,0.0,0.31948189122255716,0.33682895849047767,Olfr743
ENSMUSG00000071068,0.32798880671164693,0.0,0.0,0.3192863772893951,0.33663592279230153,Treml2
ENSMUSG00000024997,0.3275889962449016,0.0,0.0,0.31888404483664295,0.33623868551270714,Prdx3
ENSMUSG00000030879,0.32750839537499116,0.0,0.0,0.31880293592012987,0.3361586030186252,Mrpl17
