,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000032264,-0.0785222941494439,3.658015650872412e-38,1.3379720742035158e-37,-0.09037712464241551,-0.06664521447519357,Zw10
ENSMUSG00000032595,-0.07854310418336057,3.4982323355510933e-38,1.2799971955913258e-37,-0.09039789274528287,-0.06666606061684825,Cdhr4
ENSMUSG00000044447,-0.07856293317549581,3.3524426581808005e-38,1.2271019978699856e-37,-0.09041768177352,-0.0666859240241512,Dock5
ENSMUSG00000047940,-0.07856959769504256,3.3048117871094925e-38,1.2101105042510042e-37,-0.09042433285910818,-0.06669260011274142,Stpg2
ENSMUSG00000052435,-0.07857309058033757,3.28011766696963e-38,1.2015083029192783e-37,-0.09042781870322178,-0.06669609906181526,Cebpe
ENSMUSG00000110697,-0.07857770171857895,3.247798377648095e-38,1.190105671545656e-37,-0.09043242054559114,-0.0667007182056115,RP23-312B17.2
ENSMUSG00000028597,-0.07858326910037795,3.209198376872829e-38,1.176392366888867e-37,-0.09043797670309442,-0.06670629525381098,Gpx7
ENSMUSG00000045377,-0.07859289373691866,3.1435410774210287e-38,1.1527470030880193e-37,-0.09044758193384235,-0.06671593660293577,Tmem88
ENSMUSG00000030612,-0.07860762951038813,3.045594912681892e-38,1.1172395130894688e-37,-0.09046228799185255,-0.06673069796845885,Mrpl46
ENSMUSG00000054312,-0.07860908940927411,3.036057957481977e-38,1.1141497091676978e-37,-0.09046374494649446,-0.06673216040307745,Mrps21
ENSMUSG00000020993,-0.07863021675564248,2.901318935085542e-38,1.0650950569330184e-37,-0.09048482967870776,-0.06675332445174234,Trappc6b
ENSMUSG00000069793,-0.07863112800868627,2.8956431117851807e-38,1.0634018038138748e-37,-0.09048573909350226,-0.06675423728804974,Slfn9
ENSMUSG00000057604,-0.0786367526175539,2.860853228887965e-38,1.0510114727729482e-37,-0.09049135235554136,-0.06675987166987746,Lmcd1
ENSMUSG00000039717,-0.07865262932574205,2.764876803785372e-38,1.0161252494617317e-37,-0.09050719703072119,-0.06677577596850352,Ralyl
ENSMUSG00000055980,-0.07865659588346599,2.741402549528307e-38,1.0078685843854069e-37,-0.09051115558454084,-0.06677974942022738,Irs1
ENSMUSG00000028080,-0.07865777963441381,2.7344355239186163e-38,1.0056769120701054e-37,-0.09051233694678848,-0.06678093522864392,Lrba
ENSMUSG00000020974,-0.07865820877796836,2.7319141273931885e-38,1.0051192521682077e-37,-0.0905127652243627,-0.06678136511809799,Pole2
ENSMUSG00000020309,-0.07866094588713037,2.715886765064562e-38,9.995902705427168e-38,-0.09051549681013525,-0.06678410698476567,Chac2
ENSMUSG00000049404,-0.07867742745362609,2.6213345865383634e-38,9.651452822306199e-38,-0.09053194511364221,-0.06680061720248455,Rarres1
